v_id;lon;lat;wkt_srid_4326;typ;voltage;frequency;name;operator;ref
25;9.344760988;53.92183706;"SRID=4326;POINT(9.34476098807139 53.9218370583068)";substation;380000;50;Umspannwerk Wilster;TenneT;
26;9.344001772;53.85177746;"SRID=4326;POINT(9.34400177215961 53.8517774635399)";substation;"380000;220000";;Brokdorf;;
27;9.529605129;53.61899069;"SRID=4326;POINT(9.52960512906833 53.6189906941937)";substation;"220000;110000";50;Stade;;
28;9.776544839;53.69063526;"SRID=4326;POINT(9.77654483874895 53.6906352606291)";substation;"220000;110000";50;Kummerfeld;TenneT;
29;10.38216666;52.99325404;"SRID=4326;POINT(10.3821666628198 52.9932540372914)";substation;380000;50;Stadorf;TenneT;
30;9.501789668;53.54281437;"SRID=4326;POINT(9.5017896678173 53.5428143723363)";substation;"380000;220000;110000";50;Dollern;;
31;9.746150816;50.91683995;"SRID=4326;POINT(9.74615081640288 50.9168399490798)";substation;"380000;110000";50;Mecklar;EON_Netz;
32;11.12285456;50.99890907;"SRID=4326;POINT(11.1228545605428 50.9989090670144)";substation;"380000;220000;110000";50;Umspannwerk Vieselbach;50Hertz Transmission GmbH;
33;10.38594116;51.0018133;"SRID=4326;POINT(10.3859411643633 51.0018133014781)";substation;"380000;110000";50;Eisenach;50Hertz;
34;8.122642303;53.56051605;"SRID=4326;POINT(8.12264230304551 53.5605160490331)";substation;"380000;220000";50;Umspannwerk Maade;TenneT;MAAD
35;8.085650597;53.60583419;"SRID=4326;POINT(8.08565059715704 53.605834192587)";substation;"220000;110000";50;Voslapp;"TenneT;EON_Netz";VOSL
36;8.060056958;53.62020258;"SRID=4326;POINT(8.06005695814032 53.6202025750861)";substation;"220000;155000";50;Inhausen;TenneT;INHA
37;11.63891276;52.26873468;"SRID=4326;POINT(11.6389127631156 52.2687346818467)";substation;"380000;220000";;Umspannwerk Wolmirstedt;50Hertz Transmission GmbH;
38;13.21152765;52.58062781;"SRID=4326;POINT(13.2115276454389 52.5806278102291)";substation;"380000;110000";50;Umspannwerk Teufelsbruch;Vattenfall_Europe_Transmission;
39;11.72735342;52.56894699;"SRID=4326;POINT(11.7273534150745 52.5689469938591)";substation;"380000;110000";50;Stendal/West;50Hertz Transmission GmbH;StW
40;13.14339291;53.90814698;"SRID=4326;POINT(13.1433929102518 53.9081469774219)";substation;"380000;110000";50;Siedenbrünzow;50Hertz Transmission GmbH;
41;11.85310571;53.08654448;"SRID=4326;POINT(11.8531057080136 53.0865444750041)";substation;"380000;110000";;Umspannwerk Perleberg;"50Hertz;EON_Avacon";
42;12.18698482;53.81577517;"SRID=4326;POINT(12.1869848227216 53.8157751724384)";substation;"380000;220000";50;Güstrow;50Hertz;
43;12.49936597;52.40522843;"SRID=4326;POINT(12.4993659669539 52.4052284251973)";substation;"220000;110000";;Brandenburg-West;50Hertz Transmission GmbH;
44;13.50615345;52.47382231;"SRID=4326;POINT(13.5061534469385 52.473822309174)";substation;"220000;110000";50;Umspannwerk Wuhlheide;"50Hertz;Vattenfall Europe AG";
45;13.30575329;52.23078185;"SRID=4326;POINT(13.3057532949594 52.2307818451873)";substation;"380000;220000;110000";50;Thyrow;50Hertz Transmission GmbH;
46;13.52419873;52.53563427;"SRID=4326;POINT(13.5241987309997 52.5356342713481)";substation;"380000;220000;110000";50;Umspannwerk Marzahn;50Hertz;MZA9
47;13.45643069;52.52145175;"SRID=4326;POINT(13.4564306927748 52.5214517451981)";substation;"380000;110000";50;Umspannwerk Friedrichshain;"Vattenfall Europe AG;50Hertz";
48;13.53704421;52.53745652;"SRID=4326;POINT(13.5370442127043 52.5374565238016)";substation;110000;50;Umspannwerk Biesdorf Nord;Stromnetz Berlin;BIN
49;10.99933301;52.20014197;"SRID=4326;POINT(10.99933301239 52.2001419745622)";substation;"380000;110000";;Umspannwerk Helmstedt;TenneT TSO GmbH;
50;10.97723323;52.16943332;"SRID=4326;POINT(10.9772332275028 52.1694333176707)";plant;;;Kraftwerk Buschhaus;E.ON Kraftwerke GmbH;
51;9.25938382;51.06036685;"SRID=4326;POINT(9.25938382024592 51.0603668474477)";substation;"380000;110000";50;Umspannwerk Borken;TenneT;
52;8.313340166;49.00904346;"SRID=4326;POINT(8.3133401659254 49.0090434643525)";substation;"380000;220000;110000";50;Karlsruhe-Daxlanden;EnBW;
53;7.753495465;48.0993557;"SRID=4326;POINT(7.75349546540486 48.0993557006259)";substation;"380000;220000;110000";50;380-kV-Umspannwerk Eichstetten;EnBW;
54;8.438467512;49.25245973;"SRID=4326;POINT(8.43846751211921 49.2524597288652)";plant;;;Kernkraftwerk Philippsburg;EnBW Kernkraft GmbH;
55;8.512111329;49.29396565;"SRID=4326;POINT(8.51211132935593 49.293965649573)";substation;"220000;110000";50;Umspannwerk Altlußheim;EnBW;
56;8.623209675;49.35658225;"SRID=4326;POINT(8.62320967451897 49.3565822492832)";substation;"380000;220000";50;Umspannwerk Neurott;EnBW;
57;8.445542489;48.98608818;"SRID=4326;POINT(8.44554248929306 48.9860881753906)";substation;"220000;110000";50;Umspannwerk Oberwald;;
58;8.641584063;48.89005248;"SRID=4326;POINT(8.64158406338239 48.8900524832355)";substation;"220000;110000";50;220 kV-Umspannwerk Birkenfeld;EnBW;
59;8.563743997;53.03172158;"SRID=4326;POINT(8.56374399744213 53.0317215835514)";substation;"380000;110000";50;Ganderkesee;"TenneT;EON_Netz;EWE";GANK
60;8.474707049;53.42865119;"SRID=4326;POINT(8.47470704898602 53.4286511943138)";substation;"380000;220000;110000";50;Unterweser;EON_Netz;UWES
61;8.51888181;53.20263528;"SRID=4326;POINT(8.51888180951659 53.2026352836834)";substation;110000;50;Umspannwerk Farge;Avacon AG;FARG
62;8.820024872;53.10738829;"SRID=4326;POINT(8.82002487241632 53.1073882918815)";substation;"220000;110000";50;Umspannwerk Blockland;swb Netze GmbH & Co. KG;
63;8.120769098;48.70483543;"SRID=4326;POINT(8.12076909802284 48.7048354259965)";substation;"220000;110000";50;Bühl;EnBW;
64;11.44077465;48.17180355;"SRID=4326;POINT(11.4407746483177 48.1718035473026)";substation;"380000;110000";;Hauptumspannwerk Menzing;Stadtwerke München;MZ
65;13.326405;50.34637219;"SRID=4326;POINT(13.3264049984725 50.3463721850552)";substation;"400000;220000";;Hradec;ČEPS;
66;12.11476441;49.63115505;"SRID=4326;POINT(12.1147644054101 49.6311550521523)";substation;"380000;220000;110000";50;Umspannwerk Etzenricht;"Tennet;EON_Netz";ETZ
67;8.695160756;53.09253608;"SRID=4326;POINT(8.69516075602312 53.0925360847799)";substation;"380000;110000";50;Niedervieland;Wesernetz;NVLD
68;8.77244296;49.97466867;"SRID=4326;POINT(8.77244296019056 49.974668665137)";substation;"380000;220000;110000";;Umspannwerk Urberach;RWE;
69;8.419371059;49.63373568;"SRID=4326;POINT(8.41937105938048 49.6337356823792)";substation;"380000;220000";50;Station Bürstadt;RWE;
70;8.388556368;49.98230508;"SRID=4326;POINT(8.38855636787547 49.9823050841271)";substation;"380000;110000";;Umspannstation Bischofsheim;"RWE; Kraftwerke Mainz-Wiesbaden";
71;12.26217349;51.74102028;"SRID=4326;POINT(12.2621734868101 51.7410202755519)";substation;"380000;110000";50;Umspannwerk Marke;50Hertz;
72;11.89426614;51.40570314;"SRID=4326;POINT(11.8942661378135 51.4057031412478)";substation;"380000;110000";50;Umspannwerk Lauchstädt;"50Hertz;enviaM";
73;13.15709049;51.82845166;"SRID=4326;POINT(13.1570904871893 51.8284516615019)";substation;380000;50;Umspannwerk Schönewalde;50Hertz;
74;13.90243469;51.87472352;"SRID=4326;POINT(13.9024346886892 51.8747235190459)";substation;"380000;110000";50;Umspannwerk Ragow;50Hertz;RAG
75;11.51655497;51.58435921;"SRID=4326;POINT(11.5165549672107 51.5843592098734)";substation;"380000;110000";50;Umspannwerk Klostermansfeld;50Hertz;
76;8.702218449;51.73635258;"SRID=4326;POINT(8.70221844882815 51.7363525828065)";substation;"380000;110000";;Umspannwerk Elsen;TenneT;
77;8.992792404;51.3430094;"SRID=4326;POINT(8.99279240395088 51.343009397907)";substation;"380000;110000";50;Umspannwerk Twistetal;Eon_Netz;
78;11.64637863;50.53487697;"SRID=4326;POINT(11.6463786274424 50.534876971042)";substation;"380000;220000;110000";50;Umspannwerk Remptendorf;50Hertz Transmission GmbH;"RDF;RE"
79;14.47196547;51.55381272;"SRID=4326;POINT(14.4719654742998 51.5538127185923)";substation;"380000;110000";50;Graustein;"50Hertz_Transmission;enviaM";GRS
80;14.50810918;51.41371038;"SRID=4326;POINT(14.5081091811329 51.4137103812427)";substation;380000;50;Umspannwerk Bärwalde;50Hertz;
81;14.42818049;51.88886414;"SRID=4326;POINT(14.4281804852225 51.8888641394403)";substation;"380000;110000";50;Umspannwerk Preilack;50Hertz;PRL
82;8.141913826;53.56400117;"SRID=4326;POINT(8.14191382633093 53.5640011680095)";plant;;;EON Kraftwerk Wilhelmshaven;EON_Netz;
83;10.15628246;54.27554825;"SRID=4326;POINT(10.1562824575947 54.2755482549913)";substation;"220000;110000";50;Kiel-Süd;"EON_Netz;TenneT";
84;10.1773541;54.33952126;"SRID=4326;POINT(10.1773541034729 54.3395212638642)";generator;;;Gemeinschaftskraftwerk Kiel;"E.ON Kraftwerke GmbH;Stadtwerke Kiel AG";
85;7.034967965;52.20286074;"SRID=4326;POINT(7.03496796515083 52.2028607381056)";substation;"380000;220000;110000";;Station Gronau;RWE;
86;7.308204301;52.47683539;"SRID=4326;POINT(7.30820430094578 52.4768353862806)";substation;"380000;220000;110000";50;Hanekenfähr;Amprion;
87;7.060306992;51.69647601;"SRID=4326;POINT(7.06030699176008 51.6964760130648)";substation;"380000;220000;110000";50;Station Kusenhorst;RWE;
88;6.674675321;51.32495747;"SRID=4326;POINT(6.6746753206169 51.3249574728255)";substation;"220000;110000";;Station Gellep;RWE;
89;6.723767145;51.35565438;"SRID=4326;POINT(6.72376714521247 51.3556543809247)";substation;"220000;110000";50;Station Mündelheim;RWE;
90;7.545717723;51.97032442;"SRID=4326;POINT(7.54571772261949 51.9703244223875)";substation;"380000;110000";50;Station Roxel;RWE;
91;7.305614485;52.48014919;"SRID=4326;POINT(7.30561448538174 52.4801491895706)";plant;;;Erdgaskraftwerk Emsland;RWE AG;
92;7.304338755;52.482426;"SRID=4326;POINT(7.30433875539085 52.4824259958004)";substation;380000;;;;
93;7.277153913;52.75324259;"SRID=4326;POINT(7.27715391322869 52.7532425946802)";substation;"380000;110000";50;Meppen;TenneT;MEPP
94;8.307756897;52.34563564;"SRID=4326;POINT(8.30775689679575 52.3456356447783)";substation;"380000;220000;110000";50;Wehrendorf;Amprion;
95;7.889576712;52.27739676;"SRID=4326;POINT(7.88957671235007 52.2773967624078)";substation;"380000;220000;110000";50;Station Westerkappeln;Amprion;
96;7.317849944;52.46911149;"SRID=4326;POINT(7.31784994377907 52.4691114902799)";substation;220000;50;Benteler Stahlwerk;;
97;13.33528038;49.58968986;"SRID=4326;POINT(13.3352803846608 49.5896898612644)";substation;"400000;220000;110000";50;Rozvodna Přeštice;ČEPS;
98;12.21477351;54.10032344;"SRID=4326;POINT(12.2147735096776 54.1003234403618)";substation;380000;50;Bentwisch HGÜ;50Hertz Transmission;
99;6.996476592;49.37540931;"SRID=4326;POINT(6.99647659179489 49.3754093063084)";substation;"380000;220000;110000";50;Umspannwerk Uchtelfangen;Amprion;
100;6.47473977;49.9224693;"SRID=4326;POINT(6.47473977006816 49.9224692993999)";substation;"380000;220000;110000";50;Station Niederstedem;"Amprion; Westnetz";
101;11.6993927;53.57227449;"SRID=4326;POINT(11.6993926965362 53.5722744892702)";substation;380000;;Wessin;50Hertz;
102;11.37063737;53.60099108;"SRID=4326;POINT(11.3706373688866 53.6009910848999)";substation;"380000;110000";50;Görries;"50Hertz;EON_edis";
103;6.948213435;51.44457894;"SRID=4326;POINT(6.94821343461115 51.4445789430072)";substation;"380000;110000";;Station Rosenblumendelle;RWE;
104;6.926758964;51.49920568;"SRID=4326;POINT(6.92675896360373 51.4992056838496)";substation;"380000;220000";50;Station Büscherhof;RWE;
105;6.680787989;51.64629594;"SRID=4326;POINT(6.68078798893986 51.6462959356851)";substation;"380000;220000;110000";;Station Niederrhein;RWE;
106;7.16721461;51.38990676;"SRID=4326;POINT(7.16721460965932 51.3899067582106)";substation;"380000;220000;110000";50;Station Hattingen;Amprion;
107;7.125572911;51.44897726;"SRID=4326;POINT(7.1255729106725 51.4489772588145)";substation;"380000;220000";50;Station Eiberg;RWE;
108;6.99606888;51.51416959;"SRID=4326;POINT(6.99606888010598 51.5141695891404)";substation;"380000;110000";50;Station Karnap;;
109;7.313182843;51.44661139;"SRID=4326;POINT(7.31318284290137 51.4466113896128)";substation;380000;50;Witten;RWE;
110;7.992887233;51.68370772;"SRID=4326;POINT(7.99288723332679 51.6837077155955)";substation;380000;50;Station Uentrop;RWE;
111;8.624800528;51.42788838;"SRID=4326;POINT(8.62480052815036 51.4278883849265)";substation;"380000;110000";50;Station Nehden;Amprion;
112;7.353111869;51.5758105;"SRID=4326;POINT(7.35311186939787 51.5758105020818)";substation;380000;50;Station Mengede;RWE;
113;7.12323883;51.52561218;"SRID=4326;POINT(7.12323882950453 51.5256121803004)";substation;"380000;110000";50;Station Hüllen;RWE;
114;8.211705976;51.17798548;"SRID=4326;POINT(8.21170597594605 51.1779854801194)";substation;"380000;110000";50;Station Arpe;Amprion;
115;6.576482088;51.05559546;"SRID=4326;POINT(6.57648208812114 51.0555954583116)";generator;;;RWE Kraftwerk Frimmersdorf;;
116;6.772523094;51.14710549;"SRID=4326;POINT(6.77252309438106 51.1471054906194)";substation;"220000;110000";50;Station Norf;;
117;6.972577427;50.79569302;"SRID=4326;POINT(6.97257742700703 50.795693017514)";substation;"380000;220000;110000";;Station Sechtem;RWE;
118;7.136894697;50.64286088;"SRID=4326;POINT(7.13689469738717 50.6428608767133)";substation;"380000;110000";50;Station Ließem;Amprion;
119;6.456552466;50.87133804;"SRID=4326;POINT(6.45655246642153 50.8713380368705)";substation;"380000;110000";50;Station Oberzier;Net;
120;7.863945714;50.76824191;"SRID=4326;POINT(7.86394571365263 50.7682419129404)";substation;"380000;220000;110000";50;Station Dauersberg;RWE;
121;6.321664915;50.83834736;"SRID=4326;POINT(6.32166491493505 50.8383473627586)";plant;;;RWE Kraftwerk Weisweiler;RWE;
122;6.16738169;50.80204429;"SRID=4326;POINT(6.16738169006425 50.8020442927138)";substation;"380000;110000";50;Station Verlautenheide;Amprion;
123;6.702203378;51.00886091;"SRID=4326;POINT(6.70220337779745 51.0088609096753)";substation;"380000;220000";50;Station Rommerskirchen;RWE;
124;6.612402315;51.03592426;"SRID=4326;POINT(6.61240231530956 51.0359242594819)";substation;"380000;220000;110000";50;KW Neurath;;
125;6.965684424;51.06932953;"SRID=4326;POINT(6.96568442352005 51.0693295322353)";substation;"380000;220000;110000";;Station Opladen;RWE;
126;7.233196843;51.23250691;"SRID=4326;POINT(7.23319684331545 51.2325069075148)";substation;"380000;110000";50;Station Linde;RWE;
127;6.300901238;50.82895321;"SRID=4326;POINT(6.30090123786765 50.8289532122665)";substation;"380000;110000";50;Umspannwerk Weisweiler;;
128;7.44948529;50.40252766;"SRID=4326;POINT(7.44948529010545 50.4025276621126)";substation;"380000;220000;110000";50;Station Weißenthurm;Amprion;
129;6.625827902;51.26060982;"SRID=4326;POINT(6.62582790177014 51.2606098249047)";substation;"220000;110000";50;Station Osterath;RWE;
130;7.123081952;51.17158878;"SRID=4326;POINT(7.12308195236379 51.1715887782054)";substation;"380000;110000";50;Station Halfeshof;;
131;6.80109334;51.12253905;"SRID=4326;POINT(6.80109333956604 51.1225390518584)";substation;"380000;220000";50;Station Sankt Peter 380 kV;RWE;
132;7.00877914;51.17425492;"SRID=4326;POINT(7.00877914033175 51.1742549180397)";substation;"380000;110000";50;Station Ohligs;Amprion;
133;6.842650662;50.8635385;"SRID=4326;POINT(6.8426506615144 50.8635385008881)";substation;"380000;110000";;Station Knapsack;Amprion;
134;6.80461158;50.9662453;"SRID=4326;POINT(6.80461158012622 50.9662452961379)";substation;"220000;110000";;Station Brauweiler;RWE;
135;7.718627215;51.53420751;"SRID=4326;POINT(7.7186272145384 51.5342075115271)";substation;"380000;110000";;Station Unna;Amprion;
136;7.930770086;51.67297102;"SRID=4326;POINT(7.93077008561427 51.6729710197069)";substation;380000;;Geithe;Trianel;
137;6.221831446;51.69464564;"SRID=4326;POINT(6.22183144595687 51.6946456422206)";substation;"220000;110000";;Station Pfalzdorf;RWE;
138;7.006749879;51.59991142;"SRID=4326;POINT(7.00674987859998 51.5999114220203)";generator;;;Kraftwerk Scholven;;
139;7.037619885;51.59854963;"SRID=4326;POINT(7.03761988504233 51.5985496311832)";substation;"220000;110000";;Station Bergmannsglück;RWE;
140;7.264083463;51.57357341;"SRID=4326;POINT(7.2640834625924 51.5735734103802)";substation;"220000;110000";50;Station Pöppinghausen;Amprion;
141;7.278947113;51.47228168;"SRID=4326;POINT(7.2789471130269 51.4722816773138)";substation;"220000;110000";50;Station Laer;Amprion;
142;7.186677553;51.55058907;"SRID=4326;POINT(7.18667755311932 51.550589070577)";generator;;;Kraftwerk Herne Baukau;Evonik Industries AG;
143;7.351357841;51.56836861;"SRID=4326;POINT(7.35135784054859 51.568368608134)";generator;;;Kraftwerk Knepper;E.On Kraftwerke GmbH;
144;7.179379125;51.47220195;"SRID=4326;POINT(7.17937912538938 51.4722019484347)";substation;"220000;110000";;Station Bochum;Amprion;
145;6.934888697;51.03352234;"SRID=4326;POINT(6.93488869659333 51.0335223350589)";substation;"220000;110000";50;UW Fühlingen;RheinEnergie;
146;6.828135969;51.16267624;"SRID=4326;POINT(6.82813596908193 51.1626762413706)";substation;"220000;110000";50;Station Reisholz;;
147;7.505973297;51.40159255;"SRID=4326;POINT(7.50597329671546 51.401592550355)";substation;"220000;110000";;Umspannwerk Garenfeld;markE;
148;6.846999311;51.20559177;"SRID=4326;POINT(6.84699931064759 51.2055917698058)";substation;"220000;110000";50;Station Eller;"RWE;Stadtwerke Düsseldorf";
149;7.193165783;50.79833506;"SRID=4326;POINT(7.19316578267403 50.798335064694)";substation;"220000;110000";;Station Siegburg;RWE;
150;7.047384524;50.90552861;"SRID=4326;POINT(7.0473845241055 50.9055286094924)";substation;"220000;110000";50;Station Gremberghoven;RWE;
151;6.709673695;51.09094074;"SRID=4326;POINT(6.70967369516713 51.0909407427733)";substation;"220000;110000";;Station Gohrpunkt;Amprion;
152;7.012937426;50.61765849;"SRID=4326;POINT(7.01293742640329 50.6176584938251)";substation;"220000;110000";50;Station Meckenheim;RWE;
153;6.330068589;51.24291615;"SRID=4326;POINT(6.33006858948983 51.2429161503794)";substation;"380000;220000;110000";50;Station Dülken;RWE;
154;7.023544499;50.99906841;"SRID=4326;POINT(7.0235444991641 50.999068409611)";substation;220000;50;Station Dünnwald;;
155;7.724384015;51.40933413;"SRID=4326;POINT(7.72438401522458 51.4093341305984)";substation;"220000;110000";50;Umspannwerk Bixterheide;Amprion;
156;6.842231151;50.85986472;"SRID=4326;POINT(6.84223115147656 50.8598647243573)";substation;"380000;220000";;Kraftwerkschaltanlage Knapsack 1;;
157;8.364229531;51.92712049;"SRID=4326;POINT(8.364229530696 51.9271204904611)";substation;"380000;220000;110000";50;Station Gütersloh;Amprion;
158;6.488123264;50.88107031;"SRID=4326;POINT(6.48812326381716 50.8810703125704)";substation;380000;50;Station Hambach;RWE;
159;8.054087354;53.33230269;"SRID=4326;POINT(8.05408735442182 53.3323026933898)";substation;"380000;220000;110000";50;Conneforde;TenneT;CONN
160;8.477910636;53.42848547;"SRID=4326;POINT(8.47791063608626 53.428485468955)";substation;"380000;220000";50;Kernkraftwerk Unterweser;EON_Netz;
161;8.052837516;53.33388096;"SRID=4326;POINT(8.05283751634017 53.3338809598955)";substation;"220000;110000";50;Conneforde 110/220 kV;"TenneT;EON_Netz";CONN
162;6.851531138;50.98417047;"SRID=4326;POINT(6.85153113794826 50.9841704680083)";substation;"220000;110000";50;Bocklemünd;;
163;6.596019795;50.95252746;"SRID=4326;POINT(6.59601979462215 50.9525274624278)";substation;"380000;110000";50;Station Paffendorf;Amprion;
164;7.338612586;51.63197813;"SRID=4326;POINT(7.33861258614081 51.6319781250427)";substation;"380000;110000";"50;16.7";Schaltanlage Datteln 4;E.ON;
165;7.708318489;51.67620331;"SRID=4326;POINT(7.70831848872651 51.6762033088437)";substation;"380000;220000;110000";50;Station Gersteinwerk;Amprion;
166;7.617020995;51.63713376;"SRID=4326;POINT(7.61702099509812 51.6371337640588)";generator;;;Kraftwerk Bergkamen;"RWE; evonik";
167;7.522280101;51.53219806;"SRID=4326;POINT(7.52228010104186 51.5321980552231)";substation;"220000;110000";50;Station Wambel;Ampirion;
168;6.90660779;51.56524245;"SRID=4326;POINT(6.90660779028721 51.5652424465435)";substation;"380000;110000";50;Station Nordlicht;"RWE; ELE";
169;6.967343931;51.49086189;"SRID=4326;POINT(6.96734393053748 51.4908618864265)";substation;220000;50;LMG;;
170;6.872873594;51.44578334;"SRID=4326;POINT(6.87287359352087 51.4457833372124)";substation;"220000;110000";50;Styrum;;
171;6.868044963;51.37447478;"SRID=4326;POINT(6.86804496307922 51.3744747805902)";substation;"220000;110000";;Station Selbeck;RWE;
172;6.787522517;51.5055501;"SRID=4326;POINT(6.78752251671348 51.505550100013)";substation;"220000;110000";50;Station Hamborn;Amprion;
173;6.622843235;51.25871337;"SRID=4326;POINT(6.62284323546559 51.258713368098)";substation;380000;50;Station Osterath;RWE;
174;6.812165881;51.51962001;"SRID=4326;POINT(6.81216588075166 51.5196200118095)";substation;"220000;110000";50;Station Handbach;Amprion;
175;6.720310001;51.39153254;"SRID=4326;POINT(6.72031000055597 51.3915325380171)";substation;220000;;Station Rheinhausen;Amprion;
176;6.542408443;51.29944581;"SRID=4326;POINT(6.54240844257145 51.2994458149911)";substation;"220000;110000";50;Station Edelstahl Krefeld;;
177;13.0786421;54.28484617;"SRID=4326;POINT(13.0786421047586 54.2848461697305)";substation;"220000;110000";;Umspannwerk Lüdershagen;"50Hertz Transmission GmbH;E.ON edis AG";Lhg
178;8.020290338;50.92361689;"SRID=4326;POINT(8.02029033797883 50.9236168949394)";substation;220000;50;Setzer Wiese;RWE;
179;13.95700555;53.25217163;"SRID=4326;POINT(13.9570055475871 53.252171625753)";substation;"380000;220000";;Bertikow;50Hertz Transmission GmbH;
180;14.27083467;53.09628655;"SRID=4326;POINT(14.270834670665 53.0962865535819)";substation;"220000;110000";50;Vierraden;50Hertz Transmission GmbH;
181;14.03369637;53.5078686;"SRID=4326;POINT(14.0336963684666 53.5078685980791)";substation;"220000;110000";;Pasewalk;"50Hertz Transmission GmbH;E.ON edis AG";
182;14.4762521;53.19674955;"SRID=4326;POINT(14.4762521006827 53.1967495480613)";substation;"400000;220000";;"Stacja elektroenergetyczna ""Krajnik"" 400/220 kV";PSE Operator;KRA
183;9.908847528;53.48804664;"SRID=4326;POINT(9.90884752815356 53.4880466403676)";substation;"380000;110000";50;Umspannwerk Hamburg/Süd;"50Hertz Transmission;Stromnetz Hamburg GmbH";
184;6.617381091;51.47579096;"SRID=4326;POINT(6.61738109142906 51.4757909635544)";substation;"380000;220000;110000";50;Station Utfort;Amprion;
185;6.656735195;51.37952363;"SRID=4326;POINT(6.65673519501182 51.379523634379)";substation;"220000;110000";50;Uerdingen;;
186;6.711145274;51.52618755;"SRID=4326;POINT(6.7111452744645 51.5261875490663)";substation;380000;50;Walsum Block 10;Amprion;
187;6.68934277;51.57642289;"SRID=4326;POINT(6.68934277038931 51.5764228881728)";substation;380000;;Station Zensenbusch;Amprion;
188;6.723652372;51.37584581;"SRID=4326;POINT(6.72365237186396 51.375845810902)";generator;;;Kraftwerk Huckingen;;
189;8.616647673;48.06595379;"SRID=4326;POINT(8.61664767275337 48.0659537906797)";substation;"380000;110000";50;Umspannwerk Trossingen;;TRSNG
190;8.872942805;48.31009126;"SRID=4326;POINT(8.87294280487974 48.3100912582216)";substation;380000;50;EnBW Umspannwerk Engstlatt;EnBW;ENGST
191;6.715252597;51.52679087;"SRID=4326;POINT(6.71525259691926 51.5267908666491)";substation;"220000;110000";50;Station Walsum;Amprion;
192;12.18576518;53.8108598;"SRID=4326;POINT(12.1857651811846 53.8108597989599)";substation;"220000;110000";;Güstrow;EON_edis;
193;6.72256981;51.47978767;"SRID=4326;POINT(6.72256980950278 51.4797876727124)";substation;"380000;220000;110000";50;Station Beeck;;
194;6.683065683;51.57710478;"SRID=4326;POINT(6.68306568260248 51.577104777735)";generator;;;Kraftwerk Voerde;evonik;
195;6.683106977;51.57564551;"SRID=4326;POINT(6.68310697663871 51.5756455059265)";substation;220000;;Station Möllen;;
196;6.745416767;51.49864195;"SRID=4326;POINT(6.74541676675317 51.4986419480434)";substation;220000;;;;
197;6.614278555;51.6186788;"SRID=4326;POINT(6.61427855504049 51.6186788033284)";substation;"220000;110000";50;Spellen;;
198;7.970656894;51.67684467;"SRID=4326;POINT(7.9706568937083 51.6768446667846)";substation;380000;50;;;
199;7.445069304;51.61850009;"SRID=4326;POINT(7.44506930371379 51.6185000869374)";substation;"220000;110000";;Station Elmenhorst;Amprion;
200;6.73212495;51.45944374;"SRID=4326;POINT(6.73212495035583 51.4594437365975)";substation;"220000;110000";50;Station Ruhrort;Amprion;
201;9.251034251;53.11443231;"SRID=4326;POINT(9.25103425143703 53.1144323051271)";substation;"380000;220000;110000";50;Sottrum;EON_Netz;
202;7.320892575;52.47145723;"SRID=4326;POINT(7.32089257541703 52.4714572265383)";plant;;;Kernkraftwerk Emsland;KKW Lippe-Ems;KKE
203;6.759174853;52.24885788;"SRID=4326;POINT(6.75917485282445 52.2488578798871)";substation;380000;;380kV Hengelo;TenneT;
204;7.706327269;51.27858316;"SRID=4326;POINT(7.70632726933662 51.278583155205)";substation;"220000;110000";;Elverlingsen;markE;
205;7.450342045;51.41360821;"SRID=4326;POINT(7.45034204531003 51.413608212821)";plant;;;Koepchenwerk;RWE Power AG;
206;6.634481623;51.03597994;"SRID=4326;POINT(6.63448162267058 51.0359799381303)";plant;;;RWE Kraftwerk Neurath BoA Bl. F/G;;
207;7.607116122;51.8986046;"SRID=4326;POINT(7.60711612154456 51.8986046029193)";substation;220000;50;Amelsbüren;Amprion;
208;7.403544434;51.64444949;"SRID=4326;POINT(7.4035444340631 51.644449487967)";substation;380000;50;Station Lippe;RWE;
209;8.939692527;52.40303324;"SRID=4326;POINT(8.93969252741257 52.4030332405173)";substation;380000;50;Schaltanlage Ovenstädt;TenneT TSO GmbH;3018
210;9.409520327;52.03431667;"SRID=4326;POINT(9.40952032742215 52.034316665873)";plant;;;Kernkraftwerk Grohnde;Gemeinschaftskernkraftwerk Grohnde GmbH & Co. oHG;KWG
211;7.235793445;49.36939236;"SRID=4326;POINT(7.23579344536789 49.3693923629482)";substation;380000;50;Mittelbexbach;Amprion;
212;6.813684315;49.72483407;"SRID=4326;POINT(6.81368431456473 49.7248340737293)";substation;"380000;110000";50;Station Osburg;"Amprion; Westnetz";
213;8.588690496;49.81551406;"SRID=4326;POINT(8.58869049603326 49.8155140579794)";substation;"220000;110000";50;Umspannanlage Pfungstadt;RWE;
214;8.547160925;49.44053967;"SRID=4326;POINT(8.5471609252134 49.4405396661002)";substation;"220000;110000";50;Station Rheinau;Net;
215;8.408269736;49.52856892;"SRID=4326;POINT(8.40826973550855 49.5285689245626)";substation;220000;50;BASF;;
216;9.190787437;48.91441687;"SRID=4326;POINT(9.1907874369222 48.914416873799)";substation;"380000;220000;110000";50;Umspannstation Hoheneck Amprion;Amprion;
217;12.13206997;54.14245988;"SRID=4326;POINT(12.1320699705054 54.14245987564)";generator;;50;Kraftwerk Rostock;;
